45.5828,222
45.5867,232
45.5908,232
45.5949,232
45.5985,230
45.6024,230
45.6065,230
45.6106,232
45.6141,230
45.6179,502
45.622,236
45.6262,226
45.6298,236
45.6337,232
45.6378,230
45.6419,226
45.6455,226
45.6499,232
45.6539,232
45.658,232
45.662,230
45.6655,226
45.6694,236
45.6735,230
45.6776,236
45.6811,226
45.6851,230
45.6892,242
45.6932,232
45.6969,236
45.7008,226
45.705,226
45.7091,240
45.7126,232
45.7166,258
45.7205,622
45.7249,548
45.7288,558
45.7327,554
45.7368,564
45.741,548
45.7449,544
45.7486,236
45.7526,232
45.7568,240
45.7608,226
45.7644,226
45.7684,240
45.7723,232
45.7764,236
45.7801,226
45.784,226
45.7881,242
45.7922,232
45.7958,240
45.7996,226
45.8037,226
45.8079,232
45.8117,232
45.8154,232
45.8193,468
45.8236,226
45.8273,232
45.831,232
45.835,232
45.8391,226
45.8431,226
45.8466,232
45.8506,230
45.8547,230
45.8589,222
45.8624,226
45.8663,226
45.8703,236
45.8744,232
45.8782,230
45.882,226
45.886,226
45.8902,232
45.8941,232
45.8978,236
45.9018,226
45.9056,230
45.9096,232
45.9132,230
45.9172,236
45.9213,226
45.9254,406
45.929,240
45.9329,236
45.9369,236
45.941,226
45.9448,226
45.9486,242
45.9526,230
45.9566,240
45.9609,226
45.9645,226
45.9683,246
45.9725,242
45.9764,242
45.98,226
45.9846,226
45.9888,240
45.9927,232
45.9964,240
46.0003,226
46.0043,226
46.0085,240
46.0123,230
46.0158,240
46.0198,226
46.0239,304
46.0279,564
46.0316,232
46.0356,236
46.0398,230
46.0442,226
46.0477,242
46.0516,230
46.0556,232
46.0596,226
46.0633,230
46.0672,236
46.0712,232
46.0753,232
46.0793,226
46.0829,226
46.0869,230
46.0909,236
46.0949,230
46.0988,226
46.1032,226
46.1067,230
46.1108,232
46.1146,232
46.1187,226
46.1224,226
46.1267,230
46.1302,548
46.1345,232
46.1383,232
46.142,226
46.1463,226
46.15,236
46.1544,232
46.1584,236
46.162,226
46.1663,226
46.1706,236
46.1737,242
46.1776,240
46.1813,226
46.1853,226
46.1891,242
46.1932,232
46.1975,240
46.2014,226
46.205,226
46.2089,242
46.2129,230
46.2166,242
46.2207,226
46.2245,226
46.2283,246
46.2321,550
46.2361,240
46.24,226
46.2439,226
46.2478,240
46.2521,236
46.2558,236
46.2597,226
46.2636,226
46.2678,236
46.2715,250
46.2754,236
46.2793,230
46.2833,226
46.2871,240
46.2914,230
46.2952,230
46.299,226
46.3026,226
46.3066,232
46.3108,232
46.3148,232
46.3189,230
46.3229,226
46.3264,230
46.3302,232
46.3342,548
46.3387,230
46.3425,226
46.3465,230
46.35,232
46.3544,230
46.3585,232
46.3621,226
46.3658,226
46.3696,236
46.3739,232
46.3778,236
46.3817,226
46.3854,226
46.3893,236
46.3933,230
46.3972,240
46.4012,226
46.4048,226
46.4089,242
46.4126,230
46.4165,240
46.4206,226
46.425,226
46.4289,236
46.433,232
46.4389,230
46.4432,226
46.4471,232
46.4511,232
46.4552,232
46.4591,226
46.4628,226
46.4668,232
46.4708,232
46.4747,232
46.4789,226
46.4825,226
46.4865,230
46.4904,232
46.4944,230
46.4982,230
46.5021,226
46.5061,226
46.5103,236
46.5141,230
46.5176,232
46.5217,242
46.5257,226
46.5296,232
46.5334,230
46.5399,540
46.5438,226
46.5475,240
46.5518,232
46.5556,240
46.5595,226
46.5634,226
46.567,236
46.571,232
46.5752,240
46.579,230
46.5827,226
46.5868,232
46.5907,230
46.5948,232
46.5984,226
46.6023,230
46.6065,232
46.6103,232
46.6142,232
46.6185,226
46.622,226
46.6262,232
46.6301,236
46.6338,230
46.6376,230
46.6417,544
46.6456,544
46.6499,550
46.6538,548
46.6577,548
46.662,544
46.6657,544
46.6695,550
46.6735,548
46.6776,550
46.6813,544
46.6851,548
46.6892,550
46.6933,548
46.6969,554
46.7009,544
46.7049,544
46.709,558
46.7128,550
46.7166,558
46.7205,544
46.725,544
46.7288,550
46.7326,550
46.7365,560
46.7406,544
46.7447,484
46.7483,236
46.7522,230
46.7563,242
46.7603,230
46.764,226
46.7679,240
46.7722,252
46.7762,240
46.7797,226
46.7835,230
46.7876,242
46.7917,232
46.7953,240
46.7996,226
46.8037,226
46.8079,246
46.8116,230
46.8154,236
46.8193,226
46.8235,226
46.8276,242
46.8312,230
46.8349,236
46.8389,318
46.843,240
46.8467,558
46.8509,548
46.8549,550
46.8591,226
46.8626,226
46.8665,230
46.8705,236
46.8754,232
46.8788,226
46.8826,226
46.8866,236
46.8906,232
46.895,236
46.8984,226
46.9023,226
46.9064,236
46.9105,232
46.9142,232
46.9181,230
46.9221,226
46.926,232
46.9299,232
46.9338,230
46.9379,230
46.9418,230
46.9458,226
46.9498,232
46.9538,230
46.9579,230
46.9619,226
46.9655,230
46.9695,232
46.9736,232
46.9777,232
46.9812,226
46.9853,226
46.9892,236
46.9933,232
46.997,232
47.0009,230
47.0048,226
47.0088,240
47.0128,232
47.0164,240
47.0204,222
47.0251,226
47.0291,236
47.0327,230
47.0366,240
47.0406,226
47.0447,226
47.0484,242
47.052,430
47.0562,242
47.0602,226
47.0638,226
47.0678,242
47.0718,232
47.076,240
47.0797,226
47.0834,226
47.0875,242
47.0916,232
47.0954,240
47.0997,226
47.1037,226
47.1079,240
47.1117,236
47.1154,236
47.1194,226
47.1232,226
47.1274,236
47.131,232
47.1352,240
47.139,226
47.1431,226
47.1466,232
47.1505,330
47.1547,232
47.1592,230
47.1628,226
47.1666,242
47.1706,232
47.1748,230
47.1784,226
47.1823,230
47.1864,230
47.1904,232
47.1942,230
47.1979,226
47.2018,226
47.2058,230
47.2099,236
47.2136,232
47.2175,230
47.2217,230
47.2257,226
47.2294,236
47.2332,230
47.2373,230
47.2415,226
47.2451,230
47.249,232
47.2529,512
47.2593,226
47.2628,226
47.2667,236
47.2707,232
47.2749,240
47.2786,226
47.2824,226
47.2864,236
47.2904,230
47.2944,232
47.2981,230
47.302,222
47.3063,232
47.3102,236
47.3138,236
47.3177,230
47.322,226
47.326,230
47.3294,232
47.3333,232
47.3374,232
47.3415,226
47.3452,226
47.3495,232
47.3535,230
47.3578,548
47.3614,230
47.3653,226
47.3692,230
47.3734,232
47.3772,232
47.381,226
47.3851,230
47.3891,232
47.3931,230
47.3967,236
47.4005,226
47.4045,226
47.4085,236
47.4126,232
47.4162,236
47.4202,226
47.4249,226
47.4289,232
47.4324,236
47.4364,242
47.4405,226
47.4445,226
47.448,236
47.4519,232
47.4561,242
47.4602,540
47.4637,226
47.4677,240
47.4719,232
47.4759,240
47.4794,226
47.4834,226
47.4874,240
47.4915,230
47.4955,242
47.4991,226
47.5031,226
47.5072,236
47.5112,232
47.5149,236
47.5188,230
47.5229,226
47.527,232
47.5304,230
47.5344,232
47.5383,226
47.5425,226
47.5461,230
47.5501,230
47.5539,232
47.5581,232
47.5619,540
47.5657,230
47.5697,230
47.5739,230
47.5779,230
47.5814,230
47.5854,230
47.5895,230
47.5934,230
47.597,232
47.601,226
47.6049,232
47.6091,236
47.6127,232
47.6166,232
47.6207,226
47.6248,226
47.6284,236
47.6323,232
47.6363,236
47.6403,226
47.6444,230
47.648,240
47.652,230
47.656,240
47.6601,226
47.6637,540
47.6688,236
47.673,236
47.6769,232
47.6806,226
47.6845,226
47.6891,232
47.6931,230
47.6967,236
47.7006,226
47.705,226
47.7089,232
47.7124,230
47.7163,236
47.7204,226
47.725,230
47.7287,232
47.7326,232
47.7364,242
47.7406,226
47.7444,226
47.7481,232
47.752,230
47.7562,242
47.7603,226
47.7639,226
47.77,232
47.7745,232
47.7784,226
47.7823,226
47.7863,230
47.7904,232
47.7943,232
47.7979,226
47.8017,226
47.806,230
47.8099,232
47.8138,232
47.8175,226
47.8216,226
47.8256,230
47.8293,232
47.8332,232
47.8372,226
47.8413,314
47.8451,226
47.8489,236
47.8529,232
47.857,236
47.8609,226
47.8646,226
47.8707,560
47.8749,236
47.8786,226
47.8824,230
47.8864,236
47.8905,232
47.8944,236
47.8981,226
47.902,226
47.9062,240
47.9102,232
47.9138,230
47.9177,226
47.9221,226
47.926,230
47.9297,232
47.9334,232
47.9373,230
47.9414,230
47.9452,230
47.9496,232
47.9535,232
47.9579,230
47.9616,226
47.9654,230
47.9693,230
47.9734,558
47.9778,226
47.9815,226
47.9854,226
47.9894,236
47.9935,230
47.9971,226
48.001,226
48.0051,226
48.0091,232
48.0129,236
48.0167,230
48.0207,226
48.0249,226
48.0286,232
48.0324,230
48.0363,240
48.0404,226
48.0443,226
48.0481,236
48.0519,232
48.0559,240
48.06,226
48.0637,226
48.0675,240
48.0716,230
48.0779,230
48.0816,230
48.0854,230
48.0896,230
48.0937,230
48.0973,230
48.1011,226
48.1054,232
48.1095,232
48.113,230
48.1169,230
48.1208,226
48.1249,226
48.1286,236
48.1325,230
48.1364,232
48.1405,230
48.1444,226
48.1482,236
48.1521,230
48.1563,236
48.1604,226
48.164,226
48.1678,242
48.172,232
48.1761,554
48.1808,226
48.1847,230
48.189,236
48.1934,232
48.1971,230
48.2009,226
48.2052,226
48.2092,236
48.2128,236
48.2168,232
48.2207,226
48.2246,226
48.2284,232
48.2323,230
48.2362,236
48.2402,226
48.2444,226
48.248,242
48.2519,232
48.2561,236
48.2602,230
48.2637,226
48.2676,242
48.2719,252
48.2758,242
48.2815,226
48.2853,232
48.2895,232
48.2935,232
48.2972,226
48.3011,230
48.3052,230
48.3093,232
48.313,230
48.3168,230
48.3209,226
48.3249,226
48.3286,232
48.3325,232
48.3365,230
48.3405,226
48.3443,222
48.3482,236
48.3521,232
48.356,242
48.3601,226
48.3637,226
48.3677,236
48.3719,230
48.3759,242
48.3794,370
48.3833,294
48.388,240
48.3923,230
48.3958,236
48.3996,230
48.4036,230
48.4076,240
48.4118,232
48.4153,240
48.4193,226
48.4234,226
48.4273,246
48.431,230
48.4351,240
48.4389,226
48.4428,226
48.447,242
48.4505,232
48.4547,236
48.4588,226
48.4623,226
48.4662,240
48.4703,230
48.4751,242
48.4786,226
48.4848,544
48.4886,236
48.4929,232
48.4965,230
48.5004,226
48.5043,226
48.5084,236
48.5124,230
48.5161,236
48.5201,226
48.5242,226
48.5281,236
48.5324,230
48.536,240
48.5399,226
48.5437,230
48.5478,240
48.5521,230
48.5557,240
48.5596,226
48.5635,222
48.5673,242
48.5718,232
48.5757,236
48.5796,230
48.5836,226
48.5874,560
48.5913,230
48.595,236
48.5995,226
48.6033,230
48.6075,242
48.6109,230
48.6148,232
48.6188,226
48.6231,236
48.6269,230
48.6311,236
48.6346,232
48.6386,226
48.6425,226
48.6463,230
48.6499,230
48.6539,236
48.6578,226
48.6621,226
48.6661,226
48.6694,230
48.6737,232
48.6772,226
48.6813,226
48.6855,226
48.6891,550
48.6929,230
48.6972,236
48.7012,226
48.705,226
48.7087,232
48.7128,236
48.7165,240
48.7207,226
48.7245,226
48.7283,236
48.7321,230
48.736,242
48.7399,230
48.744,226
48.7478,242
48.7515,230
48.7556,240
48.7596,226
48.7633,226
48.7676,242
48.7712,230
48.7752,242
48.7791,226
48.7833,226
48.7869,240
48.7909,548
48.795,558
48.7989,544
48.8025,230
48.8065,236
48.8105,232
48.8145,236
48.8184,226
48.8222,226
48.8263,236
48.8303,230
48.8339,236
48.8379,230
48.8419,226
48.846,232
48.8497,230
48.8536,230
48.8576,230
48.8615,230
48.8654,230
48.869,232
48.8732,242
48.8771,230
48.8811,226
48.8849,226
48.8889,232
48.8929,548
48.8979,226
48.9018,226
48.9055,232
48.9096,232
48.9136,230
48.9172,230
48.9212,226
48.9253,232
48.9292,232
48.933,232
48.9369,230
48.9409,230
48.945,226
48.9487,232
48.9526,232
48.9567,230
48.9608,226
48.9642,222
48.9681,236
48.9721,230
48.9761,230
48.9799,226
48.9838,226
48.9877,236
48.9918,230
48.9957,558
48.9994,226
49.0035,226
49.0074,240
49.0115,230
49.0151,240
49.0191,226
49.0231,226
49.0275,242
49.0309,232
49.0349,236
49.039,226
49.043,226
49.0467,242
49.0505,230
49.0547,240
49.0587,226
49.0623,226
49.0662,242
49.0702,230
49.0748,242
49.0784,230
49.0822,226
49.0862,240
49.0903,230
49.0942,232
49.0979,540
49.1019,226
49.1061,236
49.11,236
49.1137,236
49.1176,226
49.1219,226
49.1258,236
49.1294,232
49.1333,230
49.1374,230
49.1415,226
49.1452,230
49.1494,230
49.1533,230
49.1575,226
49.1613,230
49.1651,230
49.169,232
49.1733,242
49.1772,230
49.1808,226
49.1847,232
49.1889,236
49.1929,232
49.1964,230
49.2003,544
49.2043,226
49.2084,236
49.2123,230
49.2161,232
49.2199,230
49.2247,226
49.2283,232
49.2322,232
49.2361,232
49.2403,226
49.2443,230
49.2479,232
49.2519,232
49.2559,236
49.26,226
49.2636,226
49.2674,240
49.2714,240
49.2757,240
49.2792,226
49.2832,226
49.2871,242
49.2914,232
49.2949,242
49.2989,226
49.3028,540
49.3069,242
49.3109,230
49.3146,240
49.3185,226
49.3225,226
49.3268,242
49.3303,232
49.3342,240
49.3383,226
49.3424,222
49.346,240
49.3498,232
49.3538,232
49.3578,230
49.3617,226
49.3655,236
49.3695,230
49.3736,230
49.3775,226
49.3812,230
49.3851,232
49.3894,232
49.3935,232
49.397,226
49.4009,226
49.4048,550
49.4092,230
49.4134,230
49.417,230
49.421,226
49.4252,230
49.4292,236
49.433,232
49.4369,226
49.441,226
49.445,230
49.4487,232
49.4527,236
49.4568,230
49.4608,226
49.4644,226
49.4685,232
49.4724,240
49.4765,236
49.4801,230
49.484,226
49.4882,232
49.4927,232
49.4961,230
49.5,230
49.5041,226
49.5106,230
49.5141,236
49.518,230
49.5223,242
49.5262,232
49.5298,232
49.5337,232
49.5379,226
49.5418,226
49.5454,236
49.5493,232
49.5532,232
49.5575,226
49.5611,226
49.5649,230
49.5688,232
49.5731,230
49.5769,230
49.5807,226
49.5847,230
49.5889,232
49.5928,230
49.5965,230
49.6003,226
49.6045,230
49.6086,554
49.6122,508
49.6164,232
49.6204,226
49.6247,226
49.6284,236
49.6322,230
49.6361,236
49.6404,226
49.6442,222
49.6479,232
49.6518,232
49.6559,242
49.6602,226
49.6637,226
49.6675,236
49.6716,230
49.6757,240
49.6792,226
49.683,226
49.687,236
49.6911,230
49.695,242
49.6988,226
49.7028,230
49.7066,240
49.7131,548
49.7169,230
49.7209,230
49.7249,230
49.7287,232
49.7327,230
49.7365,230
49.7405,226
49.7444,230
49.7482,236
49.752,230
49.7562,230
49.7602,222
49.7639,226
49.7678,236
49.7719,252
49.7759,298
49.7797,2448
49.7835,548
49.7875,554
49.7917,548
49.7957,554
49.7996,544
49.8036,548
49.8077,550
49.8116,548
49.8153,558
49.8192,540
49.8232,544
49.8275,558
49.8312,548
49.8351,636
49.8393,226
49.8432,226
49.8468,242
49.8507,230
49.8549,242
49.8589,226
49.8625,226
49.8663,240
49.8703,232
49.8744,240
49.8782,226
49.8821,226
49.886,236
49.8904,232
49.8941,236
49.8978,226
49.9018,226
49.9058,232
49.91,232
49.9135,240
49.9173,548
49.9213,226
49.9255,232
49.9291,232
49.933,232
49.937,226
49.941,226
49.9452,230
49.9487,232
49.9526,232
49.9569,230
49.9608,226
49.9644,226
49.9685,232
49.9725,232
49.9765,232
49.9801,226
49.984,226
49.9879,236
49.9919,232
